"name","plataform","metascore","metascore_reviews","userscore","userscore_reviews","release","genre","genero_principal","metascore_norm","metascore_cat","userscore_cat","diff_m_u","diff_m_u_abs","exclusivo"
"Dragon Ball: Xenoverse","PlayStation 4",69,50,7.7,667,2015-02-24,"Action/Fighting/3D","Action",6.9,"MEDIO","ALTO",-0.8,0.8,0
"Screencheat","PlayStation 4",69,11,5.2,5,2016-03-01,"Action/Shooter/First-Person/Tactical/Arcade","Action",6.9,"MEDIO","MEDIO",1.7,1.7,1
"Dead Synchronicity: Tomorrow Comes Today","PlayStation 4",69,9,6.6,21,2016-10-04,"Adventure/Point-and-Click","Adventure",6.9,"MEDIO","MEDIO",0.300000000000001,0.300000000000001,1
"It's Quiz Time","PlayStation 4",69,10,6.8,6,2017-11-28,"Miscellaneous/Trivia / Game Show","Miscellaneous",6.9,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,1
"Sea of Solitude","PlayStation 4",69,46,6.3,58,2019-07-05,"Action Adventure/Adventure/3D/Linear/Third-Person","Action Adventure",6.9,"MEDIO","MEDIO",0.600000000000001,0.600000000000001,0
"Erica","PlayStation 4",69,41,6.9,299,2019-08-19,"Adventure/3D/Third-Person","Adventure",6.9,"MEDIO","MEDIO",0,0,1
"WWE 2K17","PlayStation 4",69,52,6,156,2016-10-11,"Sports/Individual/Combat/Wrestling","Sports",6.9,"MEDIO","MEDIO",0.9,0.9,0
"Gang Beasts","PlayStation 4",68,17,6.7,57,2017-12-12,"Action/Miscellaneous/General/Party / Minigame","Action",6.8,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,1
"Layers of Fear 2","PlayStation 4",68,15,6.2,57,2019-05-28,"Action Adventure/Survival","Action Adventure",6.8,"MEDIO","MEDIO",0.6,0.6,0
"King's Quest Chapter 2: Rubble Without a Cause","PlayStation 4",68,12,5.5,29,2015-12-15,"Adventure/General","Adventure",6.8,"MEDIO","MEDIO",1.3,1.3,0
"Lost Sphear","PlayStation 4",68,53,6.9,62,2018-01-23,"Role-Playing/Japanese-Style","Role-Playing",6.8,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,1
"Starblood Arena","PlayStation 4",68,23,7.2,45,2017-04-11,"Action/General","Action",6.8,"MEDIO","MEDIO",-0.4,0.4,1
"Danger Zone 2","PlayStation 4",68,17,5,10,2018-07-13,"Racing/Arcade/Automobile","Racing",6.8,"MEDIO","MEDIO",1.8,1.8,0
"One Piece: Unlimited World Red - Deluxe Edition","PlayStation 4",68,11,6.2,10,2017-08-25,"Action/General","Action",6.8,"MEDIO","MEDIO",0.6,0.6,1
"Killing Floor: Incursion","PlayStation 4",68,19,5,13,2018-05-01,"Action/Shooter/First-Person/Light Gun/Arcade","Action",6.8,"MEDIO","MEDIO",1.8,1.8,1
"Utawarerumono: Mask of Deception","PlayStation 4",68,22,7.5,46,2017-05-23,"Strategy/Adventure/Turn-Based/General","Strategy",6.8,"MEDIO","ALTO",-0.7,0.7,1
"Gundam Versus","PlayStation 4",68,32,6.4,48,2017-09-29,"Action/Simulation/Fighting/Vehicle/3D/Combat","Action",6.8,"MEDIO","MEDIO",0.399999999999999,0.399999999999999,1
"de Blob 2","PlayStation 4",68,10,5.7,9,2018-02-27,"Action/Platformer/3D","Action",6.8,"MEDIO","MEDIO",1.1,1.1,0
"Star Wars Battlefront II","PlayStation 4",68,62,1.5,8541,2017-11-14,"Action/Shooter/First-Person/Tactical","Action",6.8,"MEDIO","BAIXO",5.3,5.3,0
"Kill la Kill: IF","PlayStation 4",68,22,6.3,50,2019-07-26,"Action Adventure/General/Action/Fighting/3D","Action Adventure",6.8,"MEDIO","MEDIO",0.5,0.5,1
"MotoGP 17","PlayStation 4",68,21,4.4,9,2017-07-11,"Racing/Arcade/Automobile","Racing",6.8,"MEDIO","BAIXO",2.4,2.4,1
"Battleborn","PlayStation 4",68,55,6.8,421,2016-05-03,"Sci-Fi/Action/Shooter/First-Person/Tactical/Arcade","Sci-Fi",6.8,"MEDIO","MEDIO",0,0,0
"Frantics","PlayStation 4",68,30,4.9,73,2018-03-06,"Miscellaneous/Party / Minigame","Miscellaneous",6.8,"MEDIO","BAIXO",1.9,1.9,1
"Deracine","PlayStation 4",68,54,7.7,78,2018-11-06,"Adventure/General","Adventure",6.8,"MEDIO","ALTO",-0.9,0.9,1
"Broforce","PlayStation 4",68,12,6.8,208,2016-03-01,"Action/Platformer/2D","Action",6.8,"MEDIO","MEDIO",0,0,1
"Yooka-Laylee","PlayStation 4",68,53,6.2,260,2017-04-11,"Action/Platformer/3D","Action",6.8,"MEDIO","MEDIO",0.6,0.6,0
"NBA Playgrounds","PlayStation 4",68,18,6.5,31,2017-05-09,"Sports/Team/Basketball/Arcade","Sports",6.8,"MEDIO","MEDIO",0.3,0.3,0
"Strike Suit Zero: Director's Cut","PlayStation 4",68,27,6.4,60,2014-04-08,"Action/Simulation/Flight/Combat","Action",6.8,"MEDIO","MEDIO",0.399999999999999,0.399999999999999,0
"The Wizards: Enhanced Edition","PlayStation 4",68,23,6,14,2019-03-12,"Action/Shooter/Light Gun","Action",6.8,"MEDIO","MEDIO",0.8,0.8,1
"Space Hulk: Tactics","PlayStation 4",68,10,7,7,2018-10-09,"Strategy/Turn-Based/Tactics","Strategy",6.8,"MEDIO","MEDIO",-0.2,0.2,0
"Batman: The Telltale Series","PlayStation 4",68,11,6.9,301,2016-09-13,"Action/General/Adventure/Point-and-Click","Action",6.8,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,1
"The Council - Episode 3: Ripples","PlayStation 4",68,9,6.6,12,2018-07-24,"Adventure/General","Adventure",6.8,"MEDIO","MEDIO",0.2,0.2,0
"The 25th Ward: The Silver Case","PlayStation 4",68,15,7.9,33,2018-03-13,"Adventure/Visual Novel","Adventure",6.8,"MEDIO","ALTO",-1.1,1.1,1
"Kromaia Omega","PlayStation 4",68,11,5.9,8,2015-10-16,"Action/Shooter/Rail","Action",6.8,"MEDIO","MEDIO",0.899999999999999,0.899999999999999,1
"Assassin's Creed Unity: Dead Kings","PlayStation 4",68,9,6.6,95,2015-01-13,"Action Adventure/Historic/Open-World","Action Adventure",6.8,"MEDIO","MEDIO",0.2,0.2,0
"Dear Esther: Landmark Edition","PlayStation 4",68,21,5.8,50,2016-09-20,"Adventure/3D/First-Person","Adventure",6.8,"MEDIO","MEDIO",1,1,0
"Effie","PlayStation 4",68,17,6.8,25,2019-06-04,"Action/Platformer/3D","Action",6.8,"MEDIO","MEDIO",0,0,1
"Smoke and Sacrifice","PlayStation 4",68,13,5.6,5,2019-01-15,"Action Adventure/General","Action Adventure",6.8,"MEDIO","MEDIO",1.2,1.2,1
"Light Tracer","PlayStation 4",68,7,6.3,14,2017-09-26,"Puzzle/Action","Puzzle",6.8,"MEDIO","MEDIO",0.5,0.5,1
"Root Letter","PlayStation 4",68,16,7,22,2016-11-08,"Adventure/Visual Novel","Adventure",6.8,"MEDIO","MEDIO",-0.2,0.2,1
"Close to the Sun","PlayStation 4",68,11,5.3,18,2019-10-29,"Adventure/3D/First-Person","Adventure",6.8,"MEDIO","MEDIO",1.5,1.5,0
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You","PlayStation 4",68,8,6.7,13,2017-10-10,"Action/Adventure/General/3D/Third-Person","Action",6.8,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Earth's Dawn","PlayStation 4",68,12,6.9,15,2016-11-01,"Action/Beat-'Em-Up/2D","Action",6.8,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,1
"Middle-earth: Shadow of Mordor - The Bright Lord","PlayStation 4",68,12,6.3,32,2015-02-24,"Action Adventure/Open-World","Action Adventure",6.8,"MEDIO","MEDIO",0.5,0.5,1
"Minecraft: Story Mode Season Two - Episode 1: Hero in Residence","PlayStation 4",68,10,5.2,37,2017-07-11,"Adventure/Point-and-Click","Adventure",6.8,"MEDIO","MEDIO",1.6,1.6,0
"Outlast 2","PlayStation 4",68,41,6.9,270,2017-04-24,"Action Adventure/Survival","Action Adventure",6.8,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,0
"Mafia III","PlayStation 4",68,67,5.3,1780,2016-10-07,"Action Adventure/Open-World","Action Adventure",6.8,"MEDIO","MEDIO",1.5,1.5,0
"Strikers Edge","PlayStation 4",68,15,6.6,7,2018-01-30,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",6.8,"MEDIO","MEDIO",0.2,0.2,1
"MXGP 2019","PlayStation 4",68,16,3.2,6,2019-08-27,"Racing/Arcade/Automobile","Racing",6.8,"MEDIO","BAIXO",3.6,3.6,0
"My Hero One's Justice","PlayStation 4",68,35,6.5,54,2018-10-26,"Action/General/Fighting/3D","Action",6.8,"MEDIO","MEDIO",0.3,0.3,1
"Conan Exiles","PlayStation 4",68,32,5.2,171,2018-05-08,"Action Adventure/Survival","Action Adventure",6.8,"MEDIO","MEDIO",1.6,1.6,0
"Tennis in the Face","PlayStation 4",68,9,4.7,18,2014-12-09,"Puzzle/Action/General","Puzzle",6.8,"MEDIO","BAIXO",2.1,2.1,1
"Slain: Back from Hell","PlayStation 4",68,11,7.1,24,2016-09-20,"Action/Platformer/2D","Action",6.8,"MEDIO","MEDIO",-0.3,0.3,1
"Lords of the Fallen","PlayStation 4",68,45,6.4,565,2014-10-28,"Action RPG/Role-Playing/Action RPG","Action RPG",6.8,"MEDIO","MEDIO",0.399999999999999,0.399999999999999,0
"Jurassic World Evolution","PlayStation 4",68,21,7.2,94,2018-06-12,"Strategy/Management/Business / Tycoon","Strategy",6.8,"MEDIO","MEDIO",-0.4,0.4,0
"Digimon World: Next Order","PlayStation 4",68,35,6.7,142,2017-01-31,"Role-Playing/Trainer","Role-Playing",6.8,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,1
"Pure Farming 2018","PlayStation 4",68,10,6.3,15,2018-03-13,"Simulation/Virtual/Career","Simulation",6.8,"MEDIO","MEDIO",0.5,0.5,0
"The Castle Game","PlayStation 4",68,8,6.6,14,2015-08-04,"Strategy/Real-Time/Defense","Strategy",6.8,"MEDIO","MEDIO",0.2,0.2,1
"Senran Kagura: Estival Versus","PlayStation 4",67,25,7.8,160,2016-03-15,"Action/General","Action",6.7,"MEDIO","ALTO",-1.1,1.1,1
"Giga Wrecker Alt.","PlayStation 4",67,11,1.6,5,2019-04-12,"Action/Platformer/2D","Action",6.7,"MEDIO","BAIXO",5.1,5.1,1
"Human: Fall Flat","PlayStation 4",67,15,6.8,37,2017-05-09,"Action Adventure/General","Action Adventure",6.7,"MEDIO","MEDIO",-0.0999999999999996,0.0999999999999996,0
"MediEvil","PlayStation 4",67,72,8.1,564,2019-10-25,"Action Adventure/General","Action Adventure",6.7,"MEDIO","ALTO",-1.4,1.4,1
"Super Bomberman R","PlayStation 4",67,13,6.2,25,2018-06-12,"Puzzle/Action/Arcade","Puzzle",6.7,"MEDIO","MEDIO",0.5,0.5,0
"Lichtspeer","PlayStation 4",67,13,6.6,5,2016-09-27,"Action Adventure/General","Action Adventure",6.7,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,1
"Brut@l","PlayStation 4",67,26,6,14,2016-08-09,"Action Adventure/General","Action Adventure",6.7,"MEDIO","MEDIO",0.7,0.7,1
"Danganronpa Another Episode: Ultra Despair Girls","PlayStation 4",67,13,7.1,43,2017-06-27,"Action Adventure/General","Action Adventure",6.7,"MEDIO","MEDIO",-0.399999999999999,0.399999999999999,1
"Vikings: Wolves of Midgard","PlayStation 4",67,14,6.6,54,2017-03-28,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,0
"Crystar","PlayStation 4",67,13,9.6,1649,2019-08-27,"Role-Playing/General/Action RPG","Role-Playing",6.7,"MEDIO","ALTO",-2.9,2.9,1
"InnerSpace","PlayStation 4",67,12,4.8,8,2018-01-16,"Simulation/Flight/Civilian","Simulation",6.7,"MEDIO","BAIXO",1.9,1.9,0
"Nelke & the Legendary Alchemists: Ateliers of the New World","PlayStation 4",67,22,3.5,15,2019-03-26,"Role-Playing/General","Role-Playing",6.7,"MEDIO","BAIXO",3.2,3.2,1
"How to Survive 2","PlayStation 4",67,13,6.2,30,2017-02-06,"Action Adventure/Survival","Action Adventure",6.7,"MEDIO","MEDIO",0.5,0.5,1
"White Night","PlayStation 4",67,33,7,56,2015-03-03,"Action Adventure/Survival","Action Adventure",6.7,"MEDIO","MEDIO",-0.3,0.3,0
"We Happy Few","PlayStation 4",67,13,5.2,100,2018-08-10,"Action Adventure/General","Action Adventure",6.7,"MEDIO","MEDIO",1.5,1.5,0
"The Spectrum Retreat","PlayStation 4",67,16,3.9,7,2018-07-10,"Adventure/3D/First-Person","Adventure",6.7,"MEDIO","BAIXO",2.8,2.8,0
"Assault Suit Leynos","PlayStation 4",67,8,6.9,12,2016-07-14,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",6.7,"MEDIO","MEDIO",-0.2,0.2,1
"Steel Rats","PlayStation 4",67,16,7.2,27,2018-11-07,"Simulation/Vehicle/Combat","Simulation",6.7,"MEDIO","MEDIO",-0.5,0.5,1
"My Memory of Us","PlayStation 4",67,7,5.9,9,2018-10-09,"Action/Platformer/2D","Action",6.7,"MEDIO","MEDIO",0.8,0.8,0
"King's Quest Chapter 4: Snow Place Like Home","PlayStation 4",67,8,5.4,15,2016-09-27,"Adventure/General","Adventure",6.7,"MEDIO","MEDIO",1.3,1.3,1
"Nights of Azure","PlayStation 4",67,40,7.2,96,2016-03-29,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",-0.5,0.5,1
"Nine Parchments","PlayStation 4",67,7,6.7,10,2017-12-12,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",0,0,1
"Batman: The Enemy Within - Episode 2: The Pact","PlayStation 4",67,9,5.3,14,2017-09-26,"Adventure/Point-and-Click","Adventure",6.7,"MEDIO","MEDIO",1.4,1.4,1
"How We Soar","PlayStation 4",67,11,5.9,8,2016-11-29,"Action/General","Action",6.7,"MEDIO","MEDIO",0.8,0.8,1
"DreamWorks Voltron VR Chronicles","PlayStation 4",67,8,4.5,8,2017-09-26,"Action/General","Action",6.7,"MEDIO","BAIXO",2.2,2.2,1
"Sniper Elite III","PlayStation 4",67,41,6.9,226,2014-07-01,"Shooter/Historic/Action/Shooter/Third-Person/Tactical/Historic","Shooter",6.7,"MEDIO","MEDIO",-0.2,0.2,0
"The Town of Light","PlayStation 4",67,23,6.5,30,2017-06-06,"Adventure/3D/First-Person","Adventure",6.7,"MEDIO","MEDIO",0.2,0.2,0
"Gravel","PlayStation 4",67,30,6.5,44,2018-02-27,"Racing/Arcade/Automobile","Racing",6.7,"MEDIO","MEDIO",0.2,0.2,0
"White Day: A Labyrinth Named School","PlayStation 4",67,32,7.3,27,2017-08-22,"Action Adventure/Survival","Action Adventure",6.7,"MEDIO","MEDIO",-0.6,0.6,1
"The Bradwell Conspiracy","PlayStation 4",67,7,6,10,2019-10-08,"Adventure/3D/First-Person","Adventure",6.7,"MEDIO","MEDIO",0.7,0.7,0
"The LEGO NINJAGO Movie Video Game","PlayStation 4",67,27,6.2,43,2017-09-22,"Action Adventure/General/Linear","Action Adventure",6.7,"MEDIO","MEDIO",0.5,0.5,0
"Batman: The Telltale Series - Episode 5: City of Light","PlayStation 4",67,12,6.5,28,2016-12-13,"Adventure/Point-and-Click","Adventure",6.7,"MEDIO","MEDIO",0.2,0.2,0
"Shining Resonance Refrain","PlayStation 4",67,26,6.9,43,2018-07-10,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",-0.2,0.2,1
"Guns of Icarus Alliance","PlayStation 4",67,9,3.7,9,2018-05-01,"Simulation/Space/Combat","Simulation",6.7,"MEDIO","BAIXO",3,3,1
"Max: The Curse of Brotherhood","PlayStation 4",67,9,5.4,7,2017-11-08,"Action Adventure/General","Action Adventure",6.7,"MEDIO","MEDIO",1.3,1.3,0
"Shiness: The Lightning Kingdom","PlayStation 4",67,32,6.8,29,2017-04-18,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",-0.0999999999999996,0.0999999999999996,0
"Resident Evil 7: biohazard - Banned Footage Vol. 2","PlayStation 4",67,12,6.9,27,2017-02-14,"Action Adventure/Survival","Action Adventure",6.7,"MEDIO","MEDIO",-0.2,0.2,1
"Super Mutant Alien Assault","PlayStation 4",67,7,3.8,5,2016-07-12,"Action/Platformer/2D","Action",6.7,"MEDIO","BAIXO",2.9,2.9,1
"Dex","PlayStation 4",67,10,7.1,19,2016-07-12,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",-0.399999999999999,0.399999999999999,1
"Fate/Extella: The Umbral Star","PlayStation 4",67,33,7,50,2017-01-17,"Action/Beat-'Em-Up/3D","Action",6.7,"MEDIO","MEDIO",-0.3,0.3,1
"Romance of the Three Kingdoms XIII","PlayStation 4",67,22,7.1,30,2016-07-05,"Strategy/Turn-Based/4X","Strategy",6.7,"MEDIO","MEDIO",-0.399999999999999,0.399999999999999,1
"Mount & Blade: Warband","PlayStation 4",67,18,8,71,2016-09-13,"Role-Playing/Western-Style","Role-Playing",6.7,"MEDIO","ALTO",-1.3,1.3,0
"Mini-Mech Mayhem","PlayStation 4",67,12,5.5,14,2019-06-18,"Action/General","Action",6.7,"MEDIO","MEDIO",1.2,1.2,1
"Dreamfall Chapters","PlayStation 4",67,25,6.8,39,2017-05-05,"Fantasy/Adventure/3D/Third-Person","Fantasy",6.7,"MEDIO","MEDIO",-0.0999999999999996,0.0999999999999996,1
"Shenmue III","PlayStation 4",67,78,7.8,1093,2019-11-19,"Action Adventure/Open-World","Action Adventure",6.7,"MEDIO","ALTO",-1.1,1.1,1
"RAGE 2","PlayStation 4",67,43,5.8,566,2019-05-14,"Action/Shooter/First-Person/Arcade","Action",6.7,"MEDIO","MEDIO",0.9,0.9,0
"Thief","PlayStation 4",67,48,6.2,728,2014-02-25,"Fantasy/Action Adventure/General/Fantasy","Fantasy",6.7,"MEDIO","MEDIO",0.5,0.5,0
"Dissidia: Final Fantasy NT","PlayStation 4",67,66,7.3,366,2018-01-30,"Action/Fighting/3D","Action",6.7,"MEDIO","MEDIO",-0.6,0.6,1
"State of Mind","PlayStation 4",67,27,6,22,2018-08-15,"Action Adventure/Adventure/General/3D/Third-Person","Action Adventure",6.7,"MEDIO","MEDIO",0.7,0.7,0
"CounterSpy","PlayStation 4",67,52,6.7,174,2014-08-19,"Action/General","Action",6.7,"MEDIO","MEDIO",0,0,1
"The Council - Episode 2: Hide and Seek","PlayStation 4",67,13,6.6,18,2018-05-15,"Adventure/General","Adventure",6.7,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,0
"Redeemer: Enhanced Edition","PlayStation 4",67,9,7.2,20,2019-07-19,"Action Adventure/Linear","Action Adventure",6.7,"MEDIO","MEDIO",-0.5,0.5,0
"World War Z","PlayStation 4",67,32,6.2,405,2019-04-16,"Action/Shooter/First-Person/Tactical","Action",6.7,"MEDIO","MEDIO",0.5,0.5,0
"Spintires: Mudrunner","PlayStation 4",67,13,7.3,42,2017-10-31,"Simulation/Vehicle/Civilian","Simulation",6.7,"MEDIO","MEDIO",-0.6,0.6,0
"Monster Energy Supercross - The Official Videogame","PlayStation 4",67,27,4.6,66,2018-02-13,"Racing/Arcade/Automobile","Racing",6.7,"MEDIO","BAIXO",2.1,2.1,0
"The Little Acre","PlayStation 4",67,16,6.5,22,2016-12-13,"Action Adventure/Linear","Action Adventure",6.7,"MEDIO","MEDIO",0.2,0.2,0
"Super Daryl Deluxe","PlayStation 4",67,8,5,10,2018-04-10,"Role-Playing/Action RPG","Role-Playing",6.7,"MEDIO","MEDIO",1.7,1.7,1
"Rocketbirds 2: Evolution","PlayStation 4",67,14,6.3,16,2016-04-26,"Action/Platformer/2D","Action",6.7,"MEDIO","MEDIO",0.4,0.4,1
"Agatha Christie's The ABC Murders","PlayStation 4",67,17,6,22,2016-02-23,"Adventure/3D/Third-Person","Adventure",6.7,"MEDIO","MEDIO",0.7,0.7,0
"TT Isle of Man: Ride On The Edge","PlayStation 4",67,21,6.2,25,2018-03-06,"Racing/Arcade/Automobile","Racing",6.7,"MEDIO","MEDIO",0.5,0.5,0
"WWE 2K18","PlayStation 4",66,54,5.5,149,2017-10-13,"Sports/Individual/Combat/Wrestling","Sports",6.6,"MEDIO","MEDIO",1.1,1.1,0
"Foul Play","PlayStation 4",66,7,4.6,12,2016-02-23,"Action/Beat-'Em-Up/2D","Action",6.6,"MEDIO","BAIXO",2,2,1
"Sparkle 2","PlayStation 4",66,7,6,33,2014-05-20,"Action/Puzzle/General/Matching","Action",6.6,"MEDIO","MEDIO",0.6,0.6,1
"Nights of Azure 2: Bride of the New Moon","PlayStation 4",66,32,7,36,2017-10-24,"Action/General/Role-Playing/Action RPG","Action",6.6,"MEDIO","MEDIO",-0.4,0.4,1
"LEGO Worlds","PlayStation 4",66,34,6.4,61,2017-03-07,"Action Adventure/Sandbox","Action Adventure",6.6,"MEDIO","MEDIO",0.199999999999999,0.199999999999999,0
"Black The Fall","PlayStation 4",66,16,6.7,37,2017-07-11,"Action/General","Action",6.6,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,0
"Driveclub VR","PlayStation 4",66,35,6.7,133,2016-09-21,"Racing/Simulation/Automobile","Racing",6.6,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,1
"NASCAR Heat 2","PlayStation 4",66,12,5.7,25,2017-09-12,"Racing/Simulation/Automobile","Racing",6.6,"MEDIO","MEDIO",0.899999999999999,0.899999999999999,1
"The Incredible Adventures of Van Helsing: Extended Edition","PlayStation 4",66,9,6.3,15,2017-02-28,"Role-Playing/Action RPG","Role-Playing",6.6,"MEDIO","MEDIO",0.3,0.3,1
"Super Stardust Ultra VR","PlayStation 4",66,13,6.6,18,2016-10-10,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",6.6,"MEDIO","MEDIO",0,0,1
"One Piece: Burning Blood","PlayStation 4",66,45,7.2,91,2016-05-31,"Action/Fighting/3D","Action",6.6,"MEDIO","MEDIO",-0.600000000000001,0.600000000000001,0
"Blue Reflection","PlayStation 4",66,35,7.2,41,2017-09-26,"Role-Playing/Japanese-Style","Role-Playing",6.6,"MEDIO","MEDIO",-0.600000000000001,0.600000000000001,1
"H1Z1: Battle Royale","PlayStation 4",66,10,3.9,69,2018-08-07,"Action/Action Adventure/Shooter/Survival/First-Person/Third-Person/Tactical/Arcade","Action",6.6,"MEDIO","BAIXO",2.7,2.7,1
"NASCAR Heat Evolution","PlayStation 4",66,8,4.3,27,2016-09-13,"Racing/Simulation/Automobile","Racing",6.6,"MEDIO","BAIXO",2.3,2.3,1
"Ghostbusters: The Video Game Remastered","PlayStation 4",66,25,7,56,2019-10-04,"Action/General","Action",6.6,"MEDIO","MEDIO",-0.4,0.4,0
"WRC 6: World Rally Championship","PlayStation 4",66,24,5.9,30,2016-10-07,"Racing/Simulation/Automobile","Racing",6.6,"MEDIO","MEDIO",0.699999999999999,0.699999999999999,0
"Batman: The Telltale Series - Episode 2: Children of Arkham","PlayStation 4",66,13,6.8,37,2016-09-20,"Adventure/Point-and-Click","Adventure",6.6,"MEDIO","MEDIO",-0.2,0.2,0
"Rad Rodgers","PlayStation 4",66,15,5.4,13,2018-02-21,"Action/Platformer/2D","Action",6.6,"MEDIO","MEDIO",1.2,1.2,0
"RIDE","PlayStation 4",66,30,6.8,53,2015-10-06,"Racing/Simulation/General/Automobile","Racing",6.6,"MEDIO","MEDIO",-0.2,0.2,0
"Hidden Agenda","PlayStation 4",66,45,6.6,130,2017-10-24,"Miscellaneous/Party / Minigame","Miscellaneous",6.6,"MEDIO","MEDIO",0,0,1
"The Last Tinker: City of Colors","PlayStation 4",66,19,6.1,54,2014-08-19,"Action/Platformer/3D","Action",6.6,"MEDIO","MEDIO",0.5,0.5,1
"Berserk and the Band of the Hawk","PlayStation 4",66,53,6.5,77,2017-02-21,"Action/Beat-'Em-Up/3D","Action",6.6,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,1
"The Golf Club","PlayStation 4",66,11,6.4,70,2014-08-19,"Traditional/Sports/Individual/Golf/Sim","Traditional",6.6,"MEDIO","MEDIO",0.199999999999999,0.199999999999999,0
"MotoGP 18","PlayStation 4",66,25,4.9,26,2018-06-07,"Racing/Simulation/Automobile","Racing",6.6,"MEDIO","BAIXO",1.7,1.7,1
"MXGP: The Official Motocross Videogame","PlayStation 4",66,14,6.2,14,2014-11-18,"Driving/Racing/Arcade/Motorcycle/Other/Motocross","Driving",6.6,"MEDIO","MEDIO",0.399999999999999,0.399999999999999,1
"Battlezone","PlayStation 4",66,40,7.2,51,2016-10-13,"Action/Simulation/Arcade/Vehicle/Combat","Action",6.6,"MEDIO","MEDIO",-0.600000000000001,0.600000000000001,1
"Bridge Constructor","PlayStation 4",66,7,6.7,6,2016-12-13,"Simulation/Virtual/Career","Simulation",6.6,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,0
"City of Brass","PlayStation 4",66,22,4.8,17,2018-05-04,"Action Adventure/General","Action Adventure",6.6,"MEDIO","BAIXO",1.8,1.8,0
"Full Mojo Rampage","PlayStation 4",66,11,6,6,2016-06-28,"Role-Playing/Action RPG","Role-Playing",6.6,"MEDIO","MEDIO",0.6,0.6,1
"The Sims 4","PlayStation 4",66,27,3.8,207,2017-11-17,"Simulation/Virtual/Virtual Life","Simulation",6.6,"MEDIO","BAIXO",2.8,2.8,0
"Need for Speed","PlayStation 4",66,69,6.9,1252,2015-11-03,"Racing/Simulation/Automobile","Racing",6.6,"MEDIO","MEDIO",-0.300000000000001,0.300000000000001,0
"Among the Sleep","PlayStation 4",66,15,6.4,41,2016-07-26,"Adventure/3D/First-Person","Adventure",6.6,"MEDIO","MEDIO",0.199999999999999,0.199999999999999,1
"ToeJam & Earl: Back in the Groove","PlayStation 4",66,15,6.3,36,2019-02-15,"Action/General/Platformer/2D","Action",6.6,"MEDIO","MEDIO",0.3,0.3,0
"Home Sweet Home","PlayStation 4",66,19,6.4,25,2018-10-16,"Action Adventure/Survival/Adventure/3D/First-Person","Action Adventure",6.6,"MEDIO","MEDIO",0.199999999999999,0.199999999999999,1
"Saints Row IV: Re-Elected & Gat Out of Hell","PlayStation 4",66,10,6.7,43,2015-01-20,"Action Adventure/General/Modern/Open-World","Action Adventure",6.6,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,1
"American Fugitive","PlayStation 4",66,9,5.5,17,2019-05-21,"Action Adventure/Sandbox/Open-World","Action Adventure",6.6,"MEDIO","MEDIO",1.1,1.1,0
"Punch Line","PlayStation 4",66,9,4.9,15,2018-10-09,"Action/Adventure/General/Visual Novel","Action",6.6,"MEDIO","BAIXO",1.7,1.7,1
"Oceanhorn: Monster of Uncharted Seas","PlayStation 4",66,11,7.6,64,2016-09-07,"Action Adventure/Open-World","Action Adventure",6.6,"MEDIO","ALTO",-1,1,0
"Riverbond","PlayStation 4",66,8,5.3,10,2019-06-09,"Action/General","Action",6.6,"MEDIO","MEDIO",1.3,1.3,0
"Unepic","PlayStation 4",66,9,6.8,14,2016-03-29,"Action/Platformer/2D","Action",6.6,"MEDIO","MEDIO",-0.2,0.2,1
"Senran Kagura Burst Re:Newal","PlayStation 4",65,19,4.7,46,2019-01-22,"Action/Beat-'Em-Up/2D","Action",6.5,"MEDIO","BAIXO",1.8,1.8,1
"MXGP2: The Official Motocross Videogame","PlayStation 4",65,16,6.5,24,2016-06-21,"Racing/Simulation/Automobile","Racing",6.5,"MEDIO","MEDIO",0,0,0
