Regiao,UF,Area,Ano,Quantidade
Norte,AP,Ciências sociais aplicadas,2003,0
Norte,AP,Ciências sociais aplicadas,2004,0
Norte,AP,Ciências sociais aplicadas,2005,0
Norte,AP,Ciências sociais aplicadas,2006,1
Norte,AP,Ciências sociais aplicadas,2007,1
Norte,AP,Ciências sociais aplicadas,2008,1
Norte,AP,Ciências sociais aplicadas,2009,1
Norte,AP,Ciências sociais aplicadas,2010,1
Norte,AP,Ciências sociais aplicadas,2011,1
Norte,AP,Ciências sociais aplicadas,2012,1
Norte,AP,Ciências sociais aplicadas,2013,1
Norte,AP,Ciências sociais aplicadas,2014,1
Norte,AP,Ciências sociais aplicadas,2015,1
Norte,AP,Ciências sociais aplicadas,2016,1
Norte,AP,Ciências sociais aplicadas,2017,1
Norte,AP,Engenharias,1996,0
Norte,AP,Engenharias,1997,0
Norte,AP,Engenharias,1998,0
Norte,AP,Engenharias,1999,0
Norte,AP,Engenharias,2000,0
Norte,AP,Engenharias,2001,0
Norte,AP,Engenharias,2002,0
Norte,AP,Engenharias,2003,0
Norte,AP,Engenharias,2004,0
Norte,AP,Engenharias,2005,0
Norte,AP,Engenharias,2006,0
Norte,AP,Engenharias,2007,0
Norte,AP,Engenharias,2008,0
Norte,AP,Engenharias,2009,0
Norte,AP,Engenharias,2010,0
Norte,AP,Engenharias,2011,0
Norte,AP,Engenharias,2012,0
Norte,AP,Engenharias,2013,0
Norte,AP,Engenharias,2014,0
Norte,AP,Engenharias,2015,0
Norte,AP,Engenharias,2016,0
Norte,AP,Engenharias,2017,0
Norte,AP,"Linguística, letras e artes",1996,0
Norte,AP,"Linguística, letras e artes",1997,0
Norte,AP,"Linguística, letras e artes",1998,0
Norte,AP,"Linguística, letras e artes",1999,0
Norte,AP,"Linguística, letras e artes",2000,0
Norte,AP,"Linguística, letras e artes",2001,0
Norte,AP,"Linguística, letras e artes",2002,0
Norte,AP,"Linguística, letras e artes",2003,0
Norte,AP,"Linguística, letras e artes",2004,0
Norte,AP,"Linguística, letras e artes",2005,0
Norte,AP,"Linguística, letras e artes",2006,0
Norte,AP,"Linguística, letras e artes",2007,0
Norte,AP,"Linguística, letras e artes",2008,0
Norte,AP,"Linguística, letras e artes",2009,0
Norte,AP,"Linguística, letras e artes",2010,0
Norte,AP,"Linguística, letras e artes",2011,0
Norte,AP,"Linguística, letras e artes",2012,0
Norte,AP,"Linguística, letras e artes",2013,0
Norte,AP,"Linguística, letras e artes",2014,0
Norte,AP,"Linguística, letras e artes",2015,0
Norte,AP,"Linguística, letras e artes",2016,0
Norte,AP,"Linguística, letras e artes",2017,0
Norte,AP,Multidisciplinar,1996,0
Norte,AP,Multidisciplinar,1997,0
Norte,AP,Multidisciplinar,1998,0
Norte,AP,Multidisciplinar,1999,0
Norte,AP,Multidisciplinar,2000,0
Norte,AP,Multidisciplinar,2001,0
Norte,AP,Multidisciplinar,2002,0
Norte,AP,Multidisciplinar,2003,0
Norte,AP,Multidisciplinar,2004,0
Norte,AP,Multidisciplinar,2005,0
Norte,AP,Multidisciplinar,2006,1
Norte,AP,Multidisciplinar,2007,1
Norte,AP,Multidisciplinar,2008,1
Norte,AP,Multidisciplinar,2009,1
Norte,AP,Multidisciplinar,2010,2
Norte,AP,Multidisciplinar,2011,2
Norte,AP,Multidisciplinar,2012,2
Norte,AP,Multidisciplinar,2013,1
Norte,AP,Multidisciplinar,2014,1
Norte,AP,Multidisciplinar,2015,1
Norte,AP,Multidisciplinar,2016,1
Norte,AP,Multidisciplinar,2017,2
Norte,AM,Ciências agrárias,1996,3
Norte,AM,Ciências agrárias,1997,3
Norte,AM,Ciências agrárias,1998,3
Norte,AM,Ciências agrárias,1999,3
Norte,AM,Ciências agrárias,2000,3
Norte,AM,Ciências agrárias,2001,3
Norte,AM,Ciências agrárias,2002,3
Norte,AM,Ciências agrárias,2003,5
Norte,AM,Ciências agrárias,2004,5
Norte,AM,Ciências agrárias,2005,5
Norte,AM,Ciências agrárias,2006,5
Norte,AM,Ciências agrárias,2007,6
Norte,AM,Ciências agrárias,2008,6
Norte,AM,Ciências agrárias,2009,6
Norte,AM,Ciências agrárias,2010,8
Norte,AM,Ciências agrárias,2011,8
Norte,AM,Ciências agrárias,2012,8
Norte,AM,Ciências agrárias,2013,7
Norte,AM,Ciências agrárias,2014,7
Norte,AM,Ciências agrárias,2015,7
Norte,AM,Ciências agrárias,2016,8
Norte,AM,Ciências agrárias,2017,8
Norte,AM,Ciências biológicas,1996,4
Norte,AM,Ciências biológicas,1997,4
Norte,AM,Ciências biológicas,1998,4
Norte,AM,Ciências biológicas,1999,4
Norte,AM,Ciências biológicas,2000,4
Norte,AM,Ciências biológicas,2001,4
Norte,AM,Ciências biológicas,2002,4
Norte,AM,Ciências biológicas,2003,6
Norte,AM,Ciências biológicas,2004,7
Norte,AM,Ciências biológicas,2005,9
Norte,AM,Ciências biológicas,2006,10
Norte,AM,Ciências biológicas,2007,8
Norte,AM,Ciências biológicas,2008,8
Norte,AM,Ciências biológicas,2009,9
Norte,AM,Ciências biológicas,2010,9
Norte,AM,Ciências biológicas,2011,9
Norte,AM,Ciências biológicas,2012,9
Norte,AM,Ciências biológicas,2013,6
Norte,AM,Ciências biológicas,2014,8
Norte,AM,Ciências biológicas,2015,8
Norte,AM,Ciências biológicas,2016,9
Norte,AM,Ciências biológicas,2017,8
Norte,AM,Ciências da saúde,1996,0
Norte,AM,Ciências da saúde,1997,0
Norte,AM,Ciências da saúde,1998,0
Norte,AM,Ciências da saúde,1999,0
Norte,AM,Ciências da saúde,2000,0
Norte,AM,Ciências da saúde,2001,0
Norte,AM,Ciências da saúde,2002,1
Norte,AM,Ciências da saúde,2003,1
Norte,AM,Ciências da saúde,2004,2
Norte,AM,Ciências da saúde,2005,2
Norte,AM,Ciências da saúde,2006,2
Norte,AM,Ciências da saúde,2007,2
Norte,AM,Ciências da saúde,2008,2
Norte,AM,Ciências da saúde,2009,3
Norte,AM,Ciências da saúde,2010,2
Norte,AM,Ciências da saúde,2011,2
Norte,AM,Ciências da saúde,2012,3
Norte,AM,Ciências da saúde,2013,4
Norte,AM,Ciências da saúde,2014,5
Norte,AM,Ciências da saúde,2015,7
Norte,AM,Ciências da saúde,2016,7
Norte,AM,Ciências da saúde,2017,8
Norte,AM,Ciências exatas e da terra,1996,1
Norte,AM,Ciências exatas e da terra,1997,1
Norte,AM,Ciências exatas e da terra,1998,1
Norte,AM,Ciências exatas e da terra,1999,2
Norte,AM,Ciências exatas e da terra,2000,3
Norte,AM,Ciências exatas e da terra,2001,3
Norte,AM,Ciências exatas e da terra,2002,5
Norte,AM,Ciências exatas e da terra,2003,5
Norte,AM,Ciências exatas e da terra,2004,5
Norte,AM,Ciências exatas e da terra,2005,5
Norte,AM,Ciências exatas e da terra,2006,5
Norte,AM,Ciências exatas e da terra,2007,6
Norte,AM,Ciências exatas e da terra,2008,6
Norte,AM,Ciências exatas e da terra,2009,6
Norte,AM,Ciências exatas e da terra,2010,6
Norte,AM,Ciências exatas e da terra,2011,6
Norte,AM,Ciências exatas e da terra,2012,6
Norte,AM,Ciências exatas e da terra,2013,6
Norte,AM,Ciências exatas e da terra,2014,6
Norte,AM,Ciências exatas e da terra,2015,6
Norte,AM,Ciências exatas e da terra,2016,6
Norte,AM,Ciências exatas e da terra,2017,6
Norte,AM,Ciências humanas,1996,1
Norte,AM,Ciências humanas,1997,1
Norte,AM,Ciências humanas,1998,1
Norte,AM,Ciências humanas,1999,1
Norte,AM,Ciências humanas,2000,1
Norte,AM,Ciências humanas,2001,1
Norte,AM,Ciências humanas,2002,1
Norte,AM,Ciências humanas,2003,1
Norte,AM,Ciências humanas,2004,1
Norte,AM,Ciências humanas,2005,1
Norte,AM,Ciências humanas,2006,2
Norte,AM,Ciências humanas,2007,4
Norte,AM,Ciências humanas,2008,5
Norte,AM,Ciências humanas,2009,6
Norte,AM,Ciências humanas,2010,6
Norte,AM,Ciências humanas,2011,6
Norte,AM,Ciências humanas,2012,6
Norte,AM,Ciências humanas,2013,6
Norte,AM,Ciências humanas,2014,6
Norte,AM,Ciências humanas,2015,6
Norte,AM,Ciências humanas,2016,6
Norte,AM,Ciências humanas,2017,6
Norte,AM,Ciências sociais aplicadas,1996,0
Norte,AM,Ciências sociais aplicadas,1997,0
Norte,AM,Ciências sociais aplicadas,1998,0
Norte,AM,Ciências sociais aplicadas,1999,0
Norte,AM,Ciências sociais aplicadas,2000,0
Norte,AM,Ciências sociais aplicadas,2001,0
Norte,AM,Ciências sociais aplicadas,2002,0
Norte,AM,Ciências sociais aplicadas,2003,0
Norte,AM,Ciências sociais aplicadas,2004,1
Norte,AM,Ciências sociais aplicadas,2005,1
Norte,AM,Ciências sociais aplicadas,2006,1
Norte,AM,Ciências sociais aplicadas,2007,3
Norte,AM,Ciências sociais aplicadas,2008,4
Norte,AM,Ciências sociais aplicadas,2009,4
Norte,AM,Ciências sociais aplicadas,2010,4
Norte,AM,Ciências sociais aplicadas,2011,4
Norte,AM,Ciências sociais aplicadas,2012,4
Norte,AM,Ciências sociais aplicadas,2013,4
Norte,AM,Ciências sociais aplicadas,2014,4
Norte,AM,Ciências sociais aplicadas,2015,3
Norte,AM,Ciências sociais aplicadas,2016,4
Norte,AM,Ciências sociais aplicadas,2017,5
Norte,AM,Engenharias,1996,0
Norte,AM,Engenharias,1997,0
Norte,AM,Engenharias,1998,0
Norte,AM,Engenharias,1999,0
Norte,AM,Engenharias,2000,0
Norte,AM,Engenharias,2001,1
Norte,AM,Engenharias,2002,1
Norte,AM,Engenharias,2003,1
Norte,AM,Engenharias,2004,1
Norte,AM,Engenharias,2005,2
Norte,AM,Engenharias,2006,3
Norte,AM,Engenharias,2007,3
Norte,AM,Engenharias,2008,3
Norte,AM,Engenharias,2009,4
Norte,AM,Engenharias,2010,4
Norte,AM,Engenharias,2011,4
Norte,AM,Engenharias,2012,4
Norte,AM,Engenharias,2013,3
Norte,AM,Engenharias,2014,3
Norte,AM,Engenharias,2015,3
Norte,AM,Engenharias,2016,3
Norte,AM,Engenharias,2017,3
Norte,AM,"Linguística, letras e artes",1996,0
Norte,AM,"Linguística, letras e artes",1997,0
Norte,AM,"Linguística, letras e artes",1998,0
Norte,AM,"Linguística, letras e artes",1999,0
Norte,AM,"Linguística, letras e artes",2000,0
Norte,AM,"Linguística, letras e artes",2001,0
Norte,AM,"Linguística, letras e artes",2002,0
Norte,AM,"Linguística, letras e artes",2003,0
Norte,AM,"Linguística, letras e artes",2004,0
Norte,AM,"Linguística, letras e artes",2005,0
Norte,AM,"Linguística, letras e artes",2006,0
Norte,AM,"Linguística, letras e artes",2007,0
Norte,AM,"Linguística, letras e artes",2008,0
Norte,AM,"Linguística, letras e artes",2009,0
Norte,AM,"Linguística, letras e artes",2010,1
Norte,AM,"Linguística, letras e artes",2011,2
Norte,AM,"Linguística, letras e artes",2012,2
Norte,AM,"Linguística, letras e artes",2013,2
Norte,AM,"Linguística, letras e artes",2014,2
Norte,AM,"Linguística, letras e artes",2015,3
Norte,AM,"Linguística, letras e artes",2016,3
Norte,AM,"Linguística, letras e artes",2017,2
Norte,AM,Multidisciplinar,1996,0
Norte,AM,Multidisciplinar,1997,0
Norte,AM,Multidisciplinar,1998,0
Norte,AM,Multidisciplinar,1999,0
Norte,AM,Multidisciplinar,2000,1
Norte,AM,Multidisciplinar,2001,1
Norte,AM,Multidisciplinar,2002,3
Norte,AM,Multidisciplinar,2003,3
Norte,AM,Multidisciplinar,2004,4
Norte,AM,Multidisciplinar,2005,4
Norte,AM,Multidisciplinar,2006,5
Norte,AM,Multidisciplinar,2007,7
Norte,AM,Multidisciplinar,2008,7
Norte,AM,Multidisciplinar,2009,7
Norte,AM,Multidisciplinar,2010,6
Norte,AM,Multidisciplinar,2011,7
Norte,AM,Multidisciplinar,2012,8
Norte,AM,Multidisciplinar,2013,9
Norte,AM,Multidisciplinar,2014,11
Norte,AM,Multidisciplinar,2015,12
Norte,AM,Multidisciplinar,2016,13
Norte,AM,Multidisciplinar,2017,14
Norte,PA,Ciências agrárias,1996,3
Norte,PA,Ciências agrárias,1997,3
Norte,PA,Ciências agrárias,1998,3
Norte,PA,Ciências agrárias,1999,3
Norte,PA,Ciências agrárias,2000,4
Norte,PA,Ciências agrárias,2001,4
Norte,PA,Ciências agrárias,2002,4
Norte,PA,Ciências agrárias,2003,4
Norte,PA,Ciências agrárias,2004,5
Norte,PA,Ciências agrárias,2005,5
Norte,PA,Ciências agrárias,2006,5
Norte,PA,Ciências agrárias,2007,5
Norte,PA,Ciências agrárias,2008,5
Norte,PA,Ciências agrárias,2009,6
Norte,PA,Ciências agrárias,2010,8
Norte,PA,Ciências agrárias,2011,8
Norte,PA,Ciências agrárias,2012,8
Norte,PA,Ciências agrárias,2013,8
Norte,PA,Ciências agrárias,2014,8
Norte,PA,Ciências agrárias,2015,7
Norte,PA,Ciências agrárias,2016,7
Norte,PA,Ciências agrárias,2017,8
Norte,PA,Ciências biológicas,1996,2
Norte,PA,Ciências biológicas,1997,2
Norte,PA,Ciências biológicas,1998,2
Norte,PA,Ciências biológicas,1999,2
Norte,PA,Ciências biológicas,2000,2
Norte,PA,Ciências biológicas,2001,3
Norte,PA,Ciências biológicas,2002,4
Norte,PA,Ciências biológicas,2003,4
Norte,PA,Ciências biológicas,2004,6
Norte,PA,Ciências biológicas,2005,5
Norte,PA,Ciências biológicas,2006,5
Norte,PA,Ciências biológicas,2007,6
Norte,PA,Ciências biológicas,2008,6
Norte,PA,Ciências biológicas,2009,6
Norte,PA,Ciências biológicas,2010,7
Norte,PA,Ciências biológicas,2011,7
Norte,PA,Ciências biológicas,2012,9
Norte,PA,Ciências biológicas,2013,11
Norte,PA,Ciências biológicas,2014,12
Norte,PA,Ciências biológicas,2015,14
Norte,PA,Ciências biológicas,2016,14
Norte,PA,Ciências biológicas,2017,15
Norte,PA,Ciências da saúde,1996,1
Norte,PA,Ciências da saúde,1997,1
Norte,PA,Ciências da saúde,1998,1
Norte,PA,Ciências da saúde,1999,1
Norte,PA,Ciências da saúde,2000,1
Norte,PA,Ciências da saúde,2001,1
Norte,PA,Ciências da saúde,2002,1
