Regiao,UF,Area,Ano,Quantidade,
Nordeste,AL,Ciências humanas,2002,0,
Nordeste,AL,Ciências humanas,2003,0,
Nordeste,AL,Ciências humanas,2004,0,
Nordeste,AL,Ciências humanas,2005,0,
Nordeste,AL,Ciências humanas,2006,0,
Nordeste,AL,Ciências humanas,2007,0,
Nordeste,AL,Ciências humanas,2008,0,
Nordeste,AL,Ciências humanas,2009,0,
Nordeste,AL,Ciências humanas,2010,0,
Nordeste,AL,Ciências humanas,2011,0,
Nordeste,AL,Ciências humanas,2012,0,
Nordeste,AL,Ciências humanas,2013,0,
Nordeste,AL,Ciências humanas,2014,1,
Nordeste,AL,Ciências humanas,2015,5,
Nordeste,AL,Ciências humanas,2016,1,
Nordeste,AL,Ciências humanas,2017,4,
Nordeste,AL,Ciências sociais aplicadas,1996,0,
Nordeste,AL,Ciências sociais aplicadas,1997,0,
Nordeste,AL,Ciências sociais aplicadas,1998,0,
Nordeste,AL,Ciências sociais aplicadas,1999,0,
Nordeste,AL,Ciências sociais aplicadas,2000,0,
Nordeste,AL,Ciências sociais aplicadas,2001,0,
Nordeste,AL,Ciências sociais aplicadas,2002,0,
Nordeste,AL,Ciências sociais aplicadas,2003,0,
Nordeste,AL,Ciências sociais aplicadas,2004,0,
Nordeste,AL,Ciências sociais aplicadas,2005,0,
Nordeste,AL,Ciências sociais aplicadas,2006,0,
Nordeste,AL,Ciências sociais aplicadas,2007,0,
Nordeste,AL,Ciências sociais aplicadas,2008,0,
Nordeste,AL,Ciências sociais aplicadas,2009,0,
Nordeste,AL,Ciências sociais aplicadas,2010,0,
Nordeste,AL,Ciências sociais aplicadas,2011,0,
Nordeste,AL,Ciências sociais aplicadas,2012,0,
Nordeste,AL,Ciências sociais aplicadas,2013,0,
Nordeste,AL,Ciências sociais aplicadas,2014,0,
Nordeste,AL,Ciências sociais aplicadas,2015,0,
Nordeste,AL,Ciências sociais aplicadas,2016,0,
Nordeste,AL,Ciências sociais aplicadas,2017,5,
Nordeste,AL,Engenharias,1996,0,
Nordeste,AL,Engenharias,1997,0,
Nordeste,AL,Engenharias,1998,0,
Nordeste,AL,Engenharias,1999,0,
Nordeste,AL,Engenharias,2000,0,
Nordeste,AL,Engenharias,2001,0,
Nordeste,AL,Engenharias,2002,0,
Nordeste,AL,Engenharias,2003,0,
Nordeste,AL,Engenharias,2004,0,
Nordeste,AL,Engenharias,2005,0,
Nordeste,AL,Engenharias,2006,0,
Nordeste,AL,Engenharias,2007,0,
Nordeste,AL,Engenharias,2008,0,
Nordeste,AL,Engenharias,2009,0,
Nordeste,AL,Engenharias,2010,0,
Nordeste,AL,Engenharias,2011,0,
Nordeste,AL,Engenharias,2012,0,
Nordeste,AL,Engenharias,2013,0,
Nordeste,AL,Engenharias,2014,0,
Nordeste,AL,Engenharias,2015,0,
Nordeste,AL,Engenharias,2016,0,
Nordeste,AL,Engenharias,2017,0,
Nordeste,AL,"Linguística, letras e artes",1996,0,
Nordeste,AL,"Linguística, letras e artes",1997,0,
Nordeste,AL,"Linguística, letras e artes",1998,0,
Nordeste,AL,"Linguística, letras e artes",1999,8,
Nordeste,AL,"Linguística, letras e artes",2000,5,
Nordeste,AL,"Linguística, letras e artes",2001,5,
Nordeste,AL,"Linguística, letras e artes",2002,11,
Nordeste,AL,"Linguística, letras e artes",2003,5,
Nordeste,AL,"Linguística, letras e artes",2004,5,
Nordeste,AL,"Linguística, letras e artes",2005,10,
Nordeste,AL,"Linguística, letras e artes",2006,11,
Nordeste,AL,"Linguística, letras e artes",2007,11,
Nordeste,AL,"Linguística, letras e artes",2008,3,
Nordeste,AL,"Linguística, letras e artes",2009,11,
Nordeste,AL,"Linguística, letras e artes",2010,16,
Nordeste,AL,"Linguística, letras e artes",2011,11,
Nordeste,AL,"Linguística, letras e artes",2012,7,
Nordeste,AL,"Linguística, letras e artes",2013,8,
Nordeste,AL,"Linguística, letras e artes",2014,10,
Nordeste,AL,"Linguística, letras e artes",2015,5,
Nordeste,AL,"Linguística, letras e artes",2016,4,
Nordeste,AL,"Linguística, letras e artes",2017,14,
Nordeste,AL,Multidisciplinar,1996,0,
Nordeste,AL,Multidisciplinar,1997,0,
Nordeste,AL,Multidisciplinar,1998,0,
Nordeste,AL,Multidisciplinar,1999,0,
Nordeste,AL,Multidisciplinar,2000,0,
Nordeste,AL,Multidisciplinar,2001,0,
Nordeste,AL,Multidisciplinar,2002,0,
Nordeste,AL,Multidisciplinar,2003,0,
Nordeste,AL,Multidisciplinar,2004,0,
Nordeste,AL,Multidisciplinar,2005,0,
Nordeste,AL,Multidisciplinar,2006,0,
Nordeste,AL,Multidisciplinar,2007,0,
Nordeste,AL,Multidisciplinar,2008,0,
Nordeste,AL,Multidisciplinar,2009,0,
Nordeste,AL,Multidisciplinar,2010,0,
Nordeste,AL,Multidisciplinar,2011,0,
Nordeste,AL,Multidisciplinar,2012,0,
Nordeste,AL,Multidisciplinar,2013,0,
Nordeste,AL,Multidisciplinar,2014,6,
Nordeste,AL,Multidisciplinar,2015,12,
Nordeste,AL,Multidisciplinar,2016,8,
Nordeste,AL,Multidisciplinar,2017,13,
Norte,AP,Ciências agrárias,1996,0,
Norte,AP,Ciências agrárias,1997,0,
Norte,AP,Ciências agrárias,1998,0,
Norte,AP,Ciências agrárias,1999,0,
Norte,AP,Ciências agrárias,2000,0,
Norte,AP,Ciências agrárias,2001,0,
Norte,AP,Ciências agrárias,2002,0,
Norte,AP,Ciências agrárias,2003,0,
Norte,AP,Ciências agrárias,2004,0,
Norte,AP,Ciências agrárias,2005,0,
Norte,AP,Ciências agrárias,2006,0,
Norte,AP,Ciências agrárias,2007,0,
Norte,AP,Ciências agrárias,2008,0,
Norte,AP,Ciências agrárias,2009,0,
Norte,AP,Ciências agrárias,2010,0,
Norte,AP,Ciências agrárias,2011,0,
Norte,AP,Ciências agrárias,2012,0,
Norte,AP,Ciências agrárias,2013,0,
Norte,AP,Ciências agrárias,2014,0,
Norte,AP,Ciências agrárias,2015,0,
Norte,AP,Ciências agrárias,2016,0,
Norte,AP,Ciências agrárias,2017,0,
Norte,AP,Ciências biológicas,1996,0,
Norte,AP,Ciências biológicas,1997,0,
Norte,AP,Ciências biológicas,1998,0,
Norte,AP,Ciências biológicas,1999,0,
Norte,AP,Ciências biológicas,2000,0,
Norte,AP,Ciências biológicas,2001,0,
Norte,AP,Ciências biológicas,2002,0,
Norte,AP,Ciências biológicas,2003,0,
Norte,AP,Ciências biológicas,2004,0,
Norte,AP,Ciências biológicas,2005,0,
Norte,AP,Ciências biológicas,2006,0,
Norte,AP,Ciências biológicas,2007,0,
Norte,AP,Ciências biológicas,2008,0,
Norte,AP,Ciências biológicas,2009,0,
Norte,AP,Ciências biológicas,2010,0,
Norte,AP,Ciências biológicas,2011,1,
Norte,AP,Ciências biológicas,2012,3,
Norte,AP,Ciências biológicas,2013,5,
Norte,AP,Ciências biológicas,2014,5,
Norte,AP,Ciências biológicas,2015,2,
Norte,AP,Ciências biológicas,2016,3,
Norte,AP,Ciências biológicas,2017,1,
Norte,AP,Ciências da saúde,1996,0,
Norte,AP,Ciências da saúde,1997,0,
Norte,AP,Ciências da saúde,1998,0,
Norte,AP,Ciências da saúde,1999,0,
Norte,AP,Ciências da saúde,2000,0,
Norte,AP,Ciências da saúde,2001,0,
Norte,AP,Ciências da saúde,2002,0,
Norte,AP,Ciências da saúde,2003,0,
Norte,AP,Ciências da saúde,2004,0,
Norte,AP,Ciências da saúde,2005,0,
Norte,AP,Ciências da saúde,2006,0,
Norte,AP,Ciências da saúde,2007,0,
Norte,AP,Ciências da saúde,2008,0,
Norte,AP,Ciências da saúde,2009,0,
Norte,AP,Ciências da saúde,2010,0,
Norte,AP,Ciências da saúde,2011,0,
Norte,AP,Ciências da saúde,2012,0,
Norte,AP,Ciências da saúde,2013,0,
Norte,AP,Ciências da saúde,2014,0,
Norte,AP,Ciências da saúde,2015,0,
Norte,AP,Ciências da saúde,2016,0,
Norte,AP,Ciências da saúde,2017,2,
Norte,AP,Ciências exatas e da terra,1996,0,
Norte,AP,Ciências exatas e da terra,1997,0,
Norte,AP,Ciências exatas e da terra,1998,0,
Norte,AP,Ciências exatas e da terra,1999,0,
Norte,AP,Ciências exatas e da terra,2000,0,
Norte,AP,Ciências exatas e da terra,2001,0,
Norte,AP,Ciências exatas e da terra,2002,0,
Norte,AP,Ciências exatas e da terra,2003,0,
Norte,AP,Ciências exatas e da terra,2004,0,
Norte,AP,Ciências exatas e da terra,2005,0,
Norte,AP,Ciências exatas e da terra,2006,0,
Norte,AP,Ciências exatas e da terra,2007,0,
Norte,AP,Ciências exatas e da terra,2008,0,
Norte,AP,Ciências exatas e da terra,2009,0,
Norte,AP,Ciências exatas e da terra,2010,0,
Norte,AP,Ciências exatas e da terra,2011,0,
Norte,AP,Ciências exatas e da terra,2012,0,
Norte,AP,Ciências exatas e da terra,2013,0,
Norte,AP,Ciências exatas e da terra,2014,0,
Norte,AP,Ciências exatas e da terra,2015,0,
Norte,AP,Ciências exatas e da terra,2016,0,
Norte,AP,Ciências exatas e da terra,2017,0,
Norte,AP,Ciências humanas,1996,0,
Norte,AP,Ciências humanas,1997,0,
Norte,AP,Ciências humanas,1998,0,
Norte,AP,Ciências humanas,1999,0,
Norte,AP,Ciências humanas,2000,0,
Norte,AP,Ciências humanas,2001,0,
Norte,AP,Ciências humanas,2002,0,
Norte,AP,Ciências humanas,2003,0,
Norte,AP,Ciências humanas,2004,0,
Norte,AP,Ciências humanas,2005,0,
Norte,AP,Ciências humanas,2006,0,
Norte,AP,Ciências humanas,2007,0,
Norte,AP,Ciências humanas,2008,0,
Norte,AP,Ciências humanas,2009,0,
Norte,AP,Ciências humanas,2010,0,
Norte,AP,Ciências humanas,2011,0,
Norte,AP,Ciências humanas,2012,0,
Norte,AP,Ciências humanas,2013,0,
Norte,AP,Ciências humanas,2014,0,
Norte,AP,Ciências humanas,2015,0,
Norte,AP,Ciências humanas,2016,0,
Norte,AP,Ciências humanas,2017,0,
Norte,AP,Ciências sociais aplicadas,1996,0,
Norte,AP,Ciências sociais aplicadas,1997,0,
Norte,AP,Ciências sociais aplicadas,1998,0,
Norte,AP,Ciências sociais aplicadas,1999,0,
Norte,AP,Ciências sociais aplicadas,2000,0,
Norte,AP,Ciências sociais aplicadas,2001,0,
Norte,AP,Ciências sociais aplicadas,2002,0,
Norte,AP,Ciências sociais aplicadas,2003,0,
Norte,AP,Ciências sociais aplicadas,2004,0,
Norte,AP,Ciências sociais aplicadas,2005,0,
Norte,AP,Ciências sociais aplicadas,2006,0,
Norte,AP,Ciências sociais aplicadas,2007,0,
Norte,AP,Ciências sociais aplicadas,2008,0,
Norte,AP,Ciências sociais aplicadas,2009,0,
Norte,AP,Ciências sociais aplicadas,2010,0,
Norte,AP,Ciências sociais aplicadas,2011,0,
Norte,AP,Ciências sociais aplicadas,2012,0,
Norte,AP,Ciências sociais aplicadas,2013,0,
Norte,AP,Ciências sociais aplicadas,2014,0,
Norte,AP,Ciências sociais aplicadas,2015,0,
Norte,AP,Ciências sociais aplicadas,2016,0,
Norte,AP,Ciências sociais aplicadas,2017,0,
Norte,AP,Engenharias,1996,0,
Norte,AP,Engenharias,1997,0,
Norte,AP,Engenharias,1998,0,
Norte,AP,Engenharias,1999,0,
Norte,AP,Engenharias,2000,0,
Norte,AP,Engenharias,2001,0,
Norte,AP,Engenharias,2002,0,
Norte,AP,Engenharias,2003,0,
Norte,AP,Engenharias,2004,0,
Norte,AP,Engenharias,2005,0,
Norte,AP,Engenharias,2006,0,
Norte,AP,Engenharias,2007,0,
Norte,AP,Engenharias,2008,0,
Norte,AP,Engenharias,2009,0,
Norte,AP,Engenharias,2010,0,
Norte,AP,Engenharias,2011,0,
Norte,AP,Engenharias,2012,0,
Norte,AP,Engenharias,2013,0,
Norte,AP,Engenharias,2014,0,
Norte,AP,Engenharias,2015,0,
Norte,AP,Engenharias,2016,0,
Norte,AP,Engenharias,2017,0,
Norte,AP,"Linguística, letras e artes",1996,0,
Norte,AP,"Linguística, letras e artes",1997,0,
Norte,AP,"Linguística, letras e artes",1998,0,
Norte,AP,"Linguística, letras e artes",1999,0,
Norte,AP,"Linguística, letras e artes",2000,0,
Norte,AP,"Linguística, letras e artes",2001,0,
Norte,AP,"Linguística, letras e artes",2002,0,
Norte,AP,"Linguística, letras e artes",2003,0,
Norte,AP,"Linguística, letras e artes",2004,0,
Norte,AP,"Linguística, letras e artes",2005,0,
Norte,AP,"Linguística, letras e artes",2006,0,
Norte,AP,"Linguística, letras e artes",2007,0,
Norte,AP,"Linguística, letras e artes",2008,0,
Norte,AP,"Linguística, letras e artes",2009,0,
Norte,AP,"Linguística, letras e artes",2010,0,
Norte,AP,"Linguística, letras e artes",2011,0,
Norte,AP,"Linguística, letras e artes",2012,0,
Norte,AP,"Linguística, letras e artes",2013,0,
Norte,AP,"Linguística, letras e artes",2014,0,
Norte,AP,"Linguística, letras e artes",2015,0,
Norte,AP,"Linguística, letras e artes",2016,0,
Norte,AP,"Linguística, letras e artes",2017,0,
Norte,AP,Multidisciplinar,1996,0,
Norte,AP,Multidisciplinar,1997,0,
Norte,AP,Multidisciplinar,1998,0,
Norte,AP,Multidisciplinar,1999,0,
Norte,AP,Multidisciplinar,2000,0,
Norte,AP,Multidisciplinar,2001,0,
Norte,AP,Multidisciplinar,2002,0,
Norte,AP,Multidisciplinar,2003,0,
Norte,AP,Multidisciplinar,2004,0,
Norte,AP,Multidisciplinar,2005,0,
Norte,AP,Multidisciplinar,2006,0,
Norte,AP,Multidisciplinar,2007,0,
Norte,AP,Multidisciplinar,2008,0,
Norte,AP,Multidisciplinar,2009,0,
Norte,AP,Multidisciplinar,2010,0,
Norte,AP,Multidisciplinar,2011,0,
Norte,AP,Multidisciplinar,2012,0,
Norte,AP,Multidisciplinar,2013,0,
Norte,AP,Multidisciplinar,2014,1,
Norte,AP,Multidisciplinar,2015,0,
Norte,AP,Multidisciplinar,2016,3,
Norte,AP,Multidisciplinar,2017,3,
Norte,AM,Ciências agrárias,1996,0,
Norte,AM,Ciências agrárias,1997,0,
Norte,AM,Ciências agrárias,1998,0,
Norte,AM,Ciências agrárias,1999,0,
