Regiao,UF,Area,Ano,Quantidade,
Nordeste,AL,Ciências humanas,2002,0,
Nordeste,AL,Ciências humanas,2003,15,
Nordeste,AL,Ciências humanas,2004,4,
Nordeste,AL,Ciências humanas,2005,19,
Nordeste,AL,Ciências humanas,2006,19,
Nordeste,AL,Ciências humanas,2007,17,
Nordeste,AL,Ciências humanas,2008,38,
Nordeste,AL,Ciências humanas,2009,52,
Nordeste,AL,Ciências humanas,2010,49,
Nordeste,AL,Ciências humanas,2011,78,
Nordeste,AL,Ciências humanas,2012,27,
Nordeste,AL,Ciências humanas,2013,25,
Nordeste,AL,Ciências humanas,2014,49,
Nordeste,AL,Ciências humanas,2015,48,
Nordeste,AL,Ciências humanas,2016,68,
Nordeste,AL,Ciências humanas,2017,52,
Nordeste,AL,Ciências sociais aplicadas,1996,0,
Nordeste,AL,Ciências sociais aplicadas,1997,1,
Nordeste,AL,Ciências sociais aplicadas,1998,8,
Nordeste,AL,Ciências sociais aplicadas,1999,6,
Nordeste,AL,Ciências sociais aplicadas,2000,13,
Nordeste,AL,Ciências sociais aplicadas,2001,0,
Nordeste,AL,Ciências sociais aplicadas,2002,0,
Nordeste,AL,Ciências sociais aplicadas,2003,0,
Nordeste,AL,Ciências sociais aplicadas,2004,0,
Nordeste,AL,Ciências sociais aplicadas,2005,3,
Nordeste,AL,Ciências sociais aplicadas,2006,28,
Nordeste,AL,Ciências sociais aplicadas,2007,12,
Nordeste,AL,Ciências sociais aplicadas,2008,27,
Nordeste,AL,Ciências sociais aplicadas,2009,30,
Nordeste,AL,Ciências sociais aplicadas,2010,52,
Nordeste,AL,Ciências sociais aplicadas,2011,37,
Nordeste,AL,Ciências sociais aplicadas,2012,50,
Nordeste,AL,Ciências sociais aplicadas,2013,39,
Nordeste,AL,Ciências sociais aplicadas,2014,36,
Nordeste,AL,Ciências sociais aplicadas,2015,50,
Nordeste,AL,Ciências sociais aplicadas,2016,52,
Nordeste,AL,Ciências sociais aplicadas,2017,58,
Nordeste,AL,Engenharias,1996,0,
Nordeste,AL,Engenharias,1997,0,
Nordeste,AL,Engenharias,1998,0,
Nordeste,AL,Engenharias,1999,0,
Nordeste,AL,Engenharias,2000,0,
Nordeste,AL,Engenharias,2001,0,
Nordeste,AL,Engenharias,2002,0,
Nordeste,AL,Engenharias,2003,0,
Nordeste,AL,Engenharias,2004,3,
Nordeste,AL,Engenharias,2005,4,
Nordeste,AL,Engenharias,2006,4,
Nordeste,AL,Engenharias,2007,9,
Nordeste,AL,Engenharias,2008,16,
Nordeste,AL,Engenharias,2009,12,
Nordeste,AL,Engenharias,2010,22,
Nordeste,AL,Engenharias,2011,29,
Nordeste,AL,Engenharias,2012,22,
Nordeste,AL,Engenharias,2013,33,
Nordeste,AL,Engenharias,2014,28,
Nordeste,AL,Engenharias,2015,28,
Nordeste,AL,Engenharias,2016,30,
Nordeste,AL,Engenharias,2017,29,
Nordeste,AL,"Linguística, letras e artes",1996,13,
Nordeste,AL,"Linguística, letras e artes",1997,9,
Nordeste,AL,"Linguística, letras e artes",1998,9,
Nordeste,AL,"Linguística, letras e artes",1999,11,
Nordeste,AL,"Linguística, letras e artes",2000,5,
Nordeste,AL,"Linguística, letras e artes",2001,11,
Nordeste,AL,"Linguística, letras e artes",2002,8,
Nordeste,AL,"Linguística, letras e artes",2003,20,
Nordeste,AL,"Linguística, letras e artes",2004,9,
Nordeste,AL,"Linguística, letras e artes",2005,10,
Nordeste,AL,"Linguística, letras e artes",2006,9,
Nordeste,AL,"Linguística, letras e artes",2007,10,
Nordeste,AL,"Linguística, letras e artes",2008,21,
Nordeste,AL,"Linguística, letras e artes",2009,16,
Nordeste,AL,"Linguística, letras e artes",2010,21,
Nordeste,AL,"Linguística, letras e artes",2011,21,
Nordeste,AL,"Linguística, letras e artes",2012,21,
Nordeste,AL,"Linguística, letras e artes",2013,26,
Nordeste,AL,"Linguística, letras e artes",2014,5,
Nordeste,AL,"Linguística, letras e artes",2015,11,
Nordeste,AL,"Linguística, letras e artes",2016,27,
Nordeste,AL,"Linguística, letras e artes",2017,32,
Nordeste,AL,Multidisciplinar,1996,0,
Nordeste,AL,Multidisciplinar,1997,0,
Nordeste,AL,Multidisciplinar,1998,1,
Nordeste,AL,Multidisciplinar,1999,3,
Nordeste,AL,Multidisciplinar,2000,11,
Nordeste,AL,Multidisciplinar,2001,4,
Nordeste,AL,Multidisciplinar,2002,5,
Nordeste,AL,Multidisciplinar,2003,8,
Nordeste,AL,Multidisciplinar,2004,10,
Nordeste,AL,Multidisciplinar,2005,14,
Nordeste,AL,Multidisciplinar,2006,30,
Nordeste,AL,Multidisciplinar,2007,4,
Nordeste,AL,Multidisciplinar,2008,16,
Nordeste,AL,Multidisciplinar,2009,14,
Nordeste,AL,Multidisciplinar,2010,9,
Nordeste,AL,Multidisciplinar,2011,14,
Nordeste,AL,Multidisciplinar,2012,23,
Nordeste,AL,Multidisciplinar,2013,43,
Nordeste,AL,Multidisciplinar,2014,38,
Nordeste,AL,Multidisciplinar,2015,41,
Nordeste,AL,Multidisciplinar,2016,42,
Nordeste,AL,Multidisciplinar,2017,63,
Norte,AP,Ciências agrárias,1996,0,
Norte,AP,Ciências agrárias,1997,0,
Norte,AP,Ciências agrárias,1998,0,
Norte,AP,Ciências agrárias,1999,0,
Norte,AP,Ciências agrárias,2000,0,
Norte,AP,Ciências agrárias,2001,0,
Norte,AP,Ciências agrárias,2002,0,
Norte,AP,Ciências agrárias,2003,0,
Norte,AP,Ciências agrárias,2004,0,
Norte,AP,Ciências agrárias,2005,0,
Norte,AP,Ciências agrárias,2006,0,
Norte,AP,Ciências agrárias,2007,0,
Norte,AP,Ciências agrárias,2008,0,
Norte,AP,Ciências agrárias,2009,0,
Norte,AP,Ciências agrárias,2010,0,
Norte,AP,Ciências agrárias,2011,0,
Norte,AP,Ciências agrárias,2012,0,
Norte,AP,Ciências agrárias,2013,0,
Norte,AP,Ciências agrárias,2014,0,
Norte,AP,Ciências agrárias,2015,0,
Norte,AP,Ciências agrárias,2016,0,
Norte,AP,Ciências agrárias,2017,0,
Norte,AP,Ciências biológicas,1996,0,
Norte,AP,Ciências biológicas,1997,0,
Norte,AP,Ciências biológicas,1998,0,
Norte,AP,Ciências biológicas,1999,0,
Norte,AP,Ciências biológicas,2000,0,
Norte,AP,Ciências biológicas,2001,0,
Norte,AP,Ciências biológicas,2002,0,
Norte,AP,Ciências biológicas,2003,0,
Norte,AP,Ciências biológicas,2004,0,
Norte,AP,Ciências biológicas,2005,0,
Norte,AP,Ciências biológicas,2006,0,
Norte,AP,Ciências biológicas,2007,0,
Norte,AP,Ciências biológicas,2008,4,
Norte,AP,Ciências biológicas,2009,16,
Norte,AP,Ciências biológicas,2010,8,
Norte,AP,Ciências biológicas,2011,5,
Norte,AP,Ciências biológicas,2012,15,
Norte,AP,Ciências biológicas,2013,10,
Norte,AP,Ciências biológicas,2014,9,
Norte,AP,Ciências biológicas,2015,7,
Norte,AP,Ciências biológicas,2016,12,
Norte,AP,Ciências biológicas,2017,12,
Norte,AP,Ciências da saúde,1996,0,
Norte,AP,Ciências da saúde,1997,0,
Norte,AP,Ciências da saúde,1998,0,
Norte,AP,Ciências da saúde,1999,0,
Norte,AP,Ciências da saúde,2000,0,
Norte,AP,Ciências da saúde,2001,0,
Norte,AP,Ciências da saúde,2002,0,
Norte,AP,Ciências da saúde,2003,0,
Norte,AP,Ciências da saúde,2004,0,
Norte,AP,Ciências da saúde,2005,0,
Norte,AP,Ciências da saúde,2006,0,
Norte,AP,Ciências da saúde,2007,0,
Norte,AP,Ciências da saúde,2008,0,
Norte,AP,Ciências da saúde,2009,0,
Norte,AP,Ciências da saúde,2010,0,
Norte,AP,Ciências da saúde,2011,0,
Norte,AP,Ciências da saúde,2012,0,
Norte,AP,Ciências da saúde,2013,0,
Norte,AP,Ciências da saúde,2014,4,
Norte,AP,Ciências da saúde,2015,7,
Norte,AP,Ciências da saúde,2016,5,
Norte,AP,Ciências da saúde,2017,9,
Norte,AP,Ciências exatas e da terra,1996,0,
Norte,AP,Ciências exatas e da terra,1997,0,
Norte,AP,Ciências exatas e da terra,1998,0,
Norte,AP,Ciências exatas e da terra,1999,0,
Norte,AP,Ciências exatas e da terra,2000,0,
Norte,AP,Ciências exatas e da terra,2001,0,
Norte,AP,Ciências exatas e da terra,2002,0,
Norte,AP,Ciências exatas e da terra,2003,0,
Norte,AP,Ciências exatas e da terra,2004,0,
Norte,AP,Ciências exatas e da terra,2005,0,
Norte,AP,Ciências exatas e da terra,2006,0,
Norte,AP,Ciências exatas e da terra,2007,0,
Norte,AP,Ciências exatas e da terra,2008,0,
Norte,AP,Ciências exatas e da terra,2009,0,
Norte,AP,Ciências exatas e da terra,2010,0,
Norte,AP,Ciências exatas e da terra,2011,0,
Norte,AP,Ciências exatas e da terra,2012,0,
Norte,AP,Ciências exatas e da terra,2013,0,
Norte,AP,Ciências exatas e da terra,2014,14,
Norte,AP,Ciências exatas e da terra,2015,6,
Norte,AP,Ciências exatas e da terra,2016,14,
Norte,AP,Ciências exatas e da terra,2017,16,
Norte,AP,Ciências humanas,1996,0,
Norte,AP,Ciências humanas,1997,0,
Norte,AP,Ciências humanas,1998,0,
Norte,AP,Ciências humanas,1999,0,
Norte,AP,Ciências humanas,2000,0,
Norte,AP,Ciências humanas,2001,0,
Norte,AP,Ciências humanas,2002,0,
Norte,AP,Ciências humanas,2003,0,
Norte,AP,Ciências humanas,2004,0,
Norte,AP,Ciências humanas,2005,0,
Norte,AP,Ciências humanas,2006,0,
Norte,AP,Ciências humanas,2007,0,
Norte,AP,Ciências humanas,2008,0,
Norte,AP,Ciências humanas,2009,0,
Norte,AP,Ciências humanas,2010,0,
Norte,AP,Ciências humanas,2011,0,
Norte,AP,Ciências humanas,2012,0,
Norte,AP,Ciências humanas,2013,0,
Norte,AP,Ciências humanas,2014,0,
Norte,AP,Ciências humanas,2015,0,
Norte,AP,Ciências humanas,2016,0,
Norte,AP,Ciências humanas,2017,0,
Norte,AP,Ciências sociais aplicadas,1996,0,
Norte,AP,Ciências sociais aplicadas,1997,0,
Norte,AP,Ciências sociais aplicadas,1998,0,
Norte,AP,Ciências sociais aplicadas,1999,0,
Norte,AP,Ciências sociais aplicadas,2000,0,
Norte,AP,Ciências sociais aplicadas,2001,0,
Norte,AP,Ciências sociais aplicadas,2002,0,
Norte,AP,Ciências sociais aplicadas,2003,0,
Norte,AP,Ciências sociais aplicadas,2004,0,
Norte,AP,Ciências sociais aplicadas,2005,0,
Norte,AP,Ciências sociais aplicadas,2006,0,
Norte,AP,Ciências sociais aplicadas,2007,0,
Norte,AP,Ciências sociais aplicadas,2008,14,
Norte,AP,Ciências sociais aplicadas,2009,14,
Norte,AP,Ciências sociais aplicadas,2010,2,
Norte,AP,Ciências sociais aplicadas,2011,12,
Norte,AP,Ciências sociais aplicadas,2012,3,
Norte,AP,Ciências sociais aplicadas,2013,22,
Norte,AP,Ciências sociais aplicadas,2014,13,
Norte,AP,Ciências sociais aplicadas,2015,10,
Norte,AP,Ciências sociais aplicadas,2016,14,
Norte,AP,Ciências sociais aplicadas,2017,14,
Norte,AP,Engenharias,1996,0,
Norte,AP,Engenharias,1997,0,
Norte,AP,Engenharias,1998,0,
Norte,AP,Engenharias,1999,0,
Norte,AP,Engenharias,2000,0,
Norte,AP,Engenharias,2001,0,
Norte,AP,Engenharias,2002,0,
Norte,AP,Engenharias,2003,0,
Norte,AP,Engenharias,2004,0,
Norte,AP,Engenharias,2005,0,
Norte,AP,Engenharias,2006,0,
Norte,AP,Engenharias,2007,0,
Norte,AP,Engenharias,2008,0,
Norte,AP,Engenharias,2009,0,
Norte,AP,Engenharias,2010,0,
Norte,AP,Engenharias,2011,0,
Norte,AP,Engenharias,2012,0,
Norte,AP,Engenharias,2013,0,
Norte,AP,Engenharias,2014,0,
Norte,AP,Engenharias,2015,0,
Norte,AP,Engenharias,2016,0,
Norte,AP,Engenharias,2017,0,
Norte,AP,"Linguística, letras e artes",1996,0,
Norte,AP,"Linguística, letras e artes",1997,0,
Norte,AP,"Linguística, letras e artes",1998,0,
Norte,AP,"Linguística, letras e artes",1999,0,
Norte,AP,"Linguística, letras e artes",2000,0,
Norte,AP,"Linguística, letras e artes",2001,0,
Norte,AP,"Linguística, letras e artes",2002,0,
Norte,AP,"Linguística, letras e artes",2003,0,
Norte,AP,"Linguística, letras e artes",2004,0,
Norte,AP,"Linguística, letras e artes",2005,0,
Norte,AP,"Linguística, letras e artes",2006,0,
Norte,AP,"Linguística, letras e artes",2007,0,
Norte,AP,"Linguística, letras e artes",2008,0,
Norte,AP,"Linguística, letras e artes",2009,0,
Norte,AP,"Linguística, letras e artes",2010,0,
Norte,AP,"Linguística, letras e artes",2011,0,
Norte,AP,"Linguística, letras e artes",2012,0,
Norte,AP,"Linguística, letras e artes",2013,0,
Norte,AP,"Linguística, letras e artes",2014,0,
Norte,AP,"Linguística, letras e artes",2015,0,
Norte,AP,"Linguística, letras e artes",2016,0,
Norte,AP,"Linguística, letras e artes",2017,0,
Norte,AP,Multidisciplinar,1996,0,
Norte,AP,Multidisciplinar,1997,0,
Norte,AP,Multidisciplinar,1998,0,
Norte,AP,Multidisciplinar,1999,0,
Norte,AP,Multidisciplinar,2000,0,
Norte,AP,Multidisciplinar,2001,0,
Norte,AP,Multidisciplinar,2002,0,
Norte,AP,Multidisciplinar,2003,0,
Norte,AP,Multidisciplinar,2004,0,
Norte,AP,Multidisciplinar,2005,0,
Norte,AP,Multidisciplinar,2006,0,
Norte,AP,Multidisciplinar,2007,0,
Norte,AP,Multidisciplinar,2008,2,
Norte,AP,Multidisciplinar,2009,13,
Norte,AP,Multidisciplinar,2010,18,
Norte,AP,Multidisciplinar,2011,27,
Norte,AP,Multidisciplinar,2012,43,
Norte,AP,Multidisciplinar,2013,21,
Norte,AP,Multidisciplinar,2014,10,
Norte,AP,Multidisciplinar,2015,15,
Norte,AP,Multidisciplinar,2016,7,
Norte,AP,Multidisciplinar,2017,13,
Norte,AM,Ciências agrárias,1996,11,
Norte,AM,Ciências agrárias,1997,9,
Norte,AM,Ciências agrárias,1998,16,
Norte,AM,Ciências agrárias,1999,19,
